Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3374900015,BO / PA,17/03/2026,9:00,Relato de Ocorrência,Receptação (CP Art. 180),,Porto Velho,RO,2,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-9,7444721","-66,1925435",,Brasileira," R$  110.000,00 ",," R$  110.000,00 ",,Protetor da Fronteira e Divisas
3374900014,BO,17/03/2026,11:30,Prisão/Apreensão,"Porte ilegal de arma de fogo (Lei 10.826/03, Art. 14)",,Porto Velho,RO,1,0,0,0,0,0,,,,,1,3,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,6619598","-65,7707748",,," R$  5.500,00 ",,,,Protetor da Fronteira e Divisas
3284800367,COP,13/03/2026,0:29:11,Comunicacao de Ocorrencia,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Nova Mamoré,RO,0,1,44,36,0,8,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Acostamento/vegetacao ribeirinha,,"-10,059869","-65,316725",,Internacional," R$  2.740.000,00 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3284800366,BO / COP,06/03/2026,11:11,Comunicação de Ocorrência,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7748305","-65,3224549",,Internacional," R$  95.000,00 ", R$  -   ," R$  95.000,00 ",,Protetor da Fronteira e Divisas
3284800365,BO / COP,06/03/2026,10:57,Comunicação de Ocorrência,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,5,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7962219","-65,3412902",,Internacional," R$  1.250,00 "," R$  1.250,00 ",,,Protetor da Fronteira e Divisas
3296600069,BO/PA,05/03/2026,10:01:55,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO PARA O TRAFICO (ART. 35)",,Cacoal,RO,2,0,"5,053","5,049",0,"0,004",0,0,0,,0,0,2,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 2.096,00",Terrestre,Patio de posto de combustivel,,"-11,4515669","-61,4283278",,Brasileira," R$  469.791,00 ", R$  -   ," R$  89.000,00 ",,
3284800364,BO/PA,03/03/2026,22:47:13,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / PORTE ILEGAL DE ARMA (LEI 10.826/03, ART. 14)",,Porto Velho,RO,2,0,"391,403","110,003","259,65","21,75",0,0,0,,1,16,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,1,1,0,"R$ 0,00","R$ 0,00","R$ 900,00",Fluvial,Calha do Rio Abuna,,"-9,674722","-65,448056",,Internacional," R$  21.369.875,00 ", R$  -   ," R$  22.000,00 ",,Protetor da Fronteira e Divisas
3330600316,BO / COP,03/03/2026,13:30,Prisão/Apreensão,Receptação (CP Art. 180),,Rolim de Moura,RO,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,7259916","-61,7795743",,Brasileira," R$  52.000,00 ", R$  -   ," R$  52.000,00 ",,Protetor da Fronteira e Divisas
3340600758,BO / COP,01/03/2026,10:15,Comunicação de Ocorrência,Recuperação de veículo (CP Art. 155/180),,Porto Velho,RO,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,129923","-64,141452",,Brasileira," R$  66.000,00 ", R$  -   ," R$  66.000,00 ",,Vesúvio
3340600757,BO / COP,28/02/2026,11:00,Prisão/Apreensão,"Posse irregular de arma de fogo (Lei 10.826/03, Art. 12)",,Porto Velho,RO,1,0,0,0,0,0,,,,,2,7,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Fluvial,Rio São Lourenço / Parque Nacional Mapinguari,,"-9,498263","-64,7980346",,," R$  11.000,00 ",,,,Protetor da Fronteira e Divisas
3284500781,BO / COP,27/02/2026,17:00,Comunicação de Ocorrência,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,0,104,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Fluvial,Via pública / Rodovia,,"-10,7748305","-65,3224549",,Internacional," R$  707,20 ",,,,Protetor da Fronteira e Divisas
3284500780,BO / COP,25/02/2026,10:51,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,"0,31",0,0,"0,31",,,,,0,0,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Residencia,,"-10,7623892","-65,3004602",,Brasileira," R$  1.550,00 ",,,,Protetor da Fronteira e Divisas
3284500779,BO / COP,23/02/2026,9:45,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,0,217,175,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Fluvial,Via pública / Rodovia,,"-10,7886095","-65,3409706",,Internacional," R$  2.665,60 ",,,,Protetor da Fronteira e Divisas
3284800356,TCO,22/02/2026,6:15,TCO,"TRANSPORTE DE MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","24,1630",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,727853","-65,33548",,Brasileira," R$  156.244,50 ", R$  -   ," R$  120.000,00 "," R$  7.248,90 ",Protetor da Fronteira e Divisas
3284800357,TCO,22/02/2026,7:28,TCO,"CRIME AMBIENTAL - TRANSPORTE DE MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","19,1730",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,727853","-65,33548",,Brasileira," R$  154.505,40 ", R$  -   ," R$  120.000,00 "," R$  5.745,90 ",Protetor da Fronteira e Divisas
3284800358,TCO,22/02/2026,7:34,TCO,"TRANSPORTAR MADEIRA SEM LICENÇA VÁLIDA (ART. 46, PARÁGRAFO ÚNICO, DA LEI 9.605/98) / CRIME AMBIENTAL",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","16,7490",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,727853","-65,33548",,Brasileira," R$  128.148,29 ", R$  -   ," R$  98.000,00 "," R$  5.024,79 ",Protetor da Fronteira e Divisas
3284800359,TCO,22/02/2026,7:53,TCO,"CRIME AMBIENTAL - TRANSPORTE DE MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","18,3610",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,727853","-65,33548",,Brasileira," R$  233.049,53 ", R$  -   ," R$  200.000,00 "," R$  5.508,03 ",Protetor da Fronteira e Divisas
3284800360,TCO,22/02/2026,8:35,TCO,"CRIME AMBIENTAL - TRANSPORTAR MADEIRA SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Porto Velho,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,727853","-65,33548",,Brasileira, R$  -   , R$  -   , R$  -   , R$  -   ,Protetor da Fronteira e Divisas
3286200883,TCO,21/02/2026,18:52,TCO,"TRANSPORTE ILEGAL DE PRODUTO FLORESTAL (MADEIRA SEM LICENÇA VÁLIDA) - LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO",,Machadinho D'Oeste,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","16,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,182222","-61,579167",,Brasileira," R$  94.000,00 ", R$  -   ," R$  70.000,00 ", R$  -   ,Protetor da Fronteira e Divisas
3286200882,TCO,21/02/2026,18:26,TCO,"TRANSPORTE ILEGAL DE PRODUTO FLORESTAL / CRIME AMBIENTAL (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Machadinho D'Oeste,RO,0,1,0,0,0,"0,00","0,00","0,00","0,00",0,0,0,1,0,0,0,"0,0000","18,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,182222","-61,579167",,Brasileira," R$  117.000,00 ", R$  -   ," R$  90.000,00 ", R$  -   ,Protetor da Fronteira e Divisas
3286200870,TCO,20/02/2026,21:38,TCO,"TRANSPORTE DE PRODUTO FLORESTAL SEM LICENÇA VÁLIDA (LEI 9.605/98, ART. 46, PARÁGRAFO ÚNICO)",,Machadinho D'Oeste,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0,0000","21,3900",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,367778","-61,934444",,Brasileira," R$  102.085,00 ", R$  -   ," R$  70.000,00 ", R$  -   ,Protetor da Fronteira e Divisas
3286200862,BO / COP,18/02/2026,16:00,Comunicação de Ocorrência,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,13,0,"0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7916316","-65,3475501",,Internacional," R$  13.900,00 ", R$  -   ," R$  10.000,00 ",,Protetor da Fronteira e Divisas
3286200861,BO / COP,18/02/2026,5:55,Comunicação de Ocorrência,Descaminho (CP Art. 334) / Contrabando (CP Art. 334-A),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,0,72,0,0,"860,0000",,0,0,,,,,,,,"R$ 0,00",Fluvial,Via pública / Rodovia,,"-10,7938628","-65,3437049",,Internacional," R$  9.799,74 "," R$  883,00 ",,,Protetor da Fronteira e Divisas
3286200864,BO,18/02/2026,21:37,Prisão/Apreensão,"Porte ilegal de arma de fogo de uso restrito (Lei 10.826/03, Art. 16)",,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,1,33,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7759791","-65,3221124",,," R$  5.500,00 ",,,,Protetor da Fronteira e Divisas
3286200860,BO,17/02/2026,4:25,Prisão/Apreensão,Resistência (CP Art. 329) / Desobediência (CP Art. 330) / Descaminho (CP Art. 334),,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,1,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,8691926","-65,2103652",,, R$  -   ,, R$  -   ,,Protetor da Fronteira e Divisas
3287301015,BO / COP,15/02/2026,11:18,Comunicação de Ocorrência,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,1,"5,3",0,"4,3",1,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7882174","-65,3308039",,," R$  220.000,00 ",,,,Madeira Mamoré
3286200848,BO,14/02/2026,8:31,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,"52,2",0,"52,2",0,,,,,0,0,1,0,0,0,"0,0000",,1,"R$ 0,00",,,,,,,,"R$ 384,00",Terrestre,Via pública / Área urbana,,"-10,7901309","-65,3409967",,Brasileira," R$  2.652.384,00 ",," R$  42.000,00 ",,Patrulha Ordinária
7000419-50.2006.8.22.0017,BO,14/02/2026,17:55,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,"0,153",0,0,"0,153",,,,,0,0,0,0,0,0,"0,0000",,1,"R$ 0,00",,,,,,,,"R$ 3.994,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,," R$  180.659,00 ",," R$  175.900,00 ",,Protetor da Fronteira e Divisas
91583,BO,14/02/2026,,Prisão/Apreensão,Adulteração de sinal identificador de veículo (CP Art. 311),,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,778132","-65,309728",,, R$  -   ,,,,Madeira Mamoré
915837,BO,14/02/2026,15:47,Prisão/Apreensão,Adulteração de sinal identificador de veículo (CP Art. 311),,Guajará-Mirim,RO,1,0,0,0,0,"0,00",,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,778132","-65,309728",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3340600700,BO,13/02/2026,11:41,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Arts. 33 e 35)",,Nova Brasilândia D'Oeste,RO,4,0,"42,3",0,0,"42,3",,,,,0,0,2,0,0,0,"0,0000",,5,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7261337","-62,3763309",,," R$  341.500,00 ",," R$  130.000,00 ",,Madeira Mamoré
3340600694,BO / PA,11/02/2026,23:37,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33) / Apoio a órgão de segurança",,São Miguel do Guaporé,RO,1,0,173,0,0,173,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-11,7022461","-62,7188361",,," R$  1.062.195,00 ",," R$  197.195,00 ",,Dominus
3287300945,BO,08/02/2026,,Prisão/Apreensão,Homicídio (CP Art. 121),,Porto Velho,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,5907468","-63,8645469",,," R$  120.202,00 ",," R$  120.202,00 ",,Madeira Mamoré
3286600975,BO,07/02/2026,3:45,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Nova Mamoré,RO,1,0,"56,24","4,174",0,"51,046","1,02",,,,0,0,1,0,0,0,"0,0000",,0,0,,1,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,1870092","-65,2892846",,Brasileira," R$  618.480,00 ",," R$  40.000,00 ",,Madeira Mamoré
3258700951,BO,07/02/2026,1:30,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Nova Mamoré,RO,0,1,20,0,0,20,,,,,0,0,0,0,0,0,"0,0000",,1,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,4192017","-65,3356906",,," R$  110.063,00 ",," R$  10.063,00 ",,Madeira Mamoré
3330600306,BO,06/02/2026,17:50,Relato de Ocorrência,Cumprimento de mandado de prisão,,Rolim de Moura,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Área urbana,,"-11,7292322","-61,7776836",,," R$  10.298,00 ",," R$  10.298,00 ",,Patrulha Ordinária
333060030,BO,06/02/2026,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Rolim de Moura,RO,0,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Zona rural,,"-11,7258437","-61,775785",,, R$  -   ,,,,Madeira Mamoré
3287300939,COP,29/01/2026,17:52:27,BO,Recuperação de veículo furtado/roubado; Furto qualificado mediante fraude (CP Art. 155 §4 II); Receptação (CP Art. 180),,Guajará-Mirim,RO,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7870836","-65,3408691",,Brasileira," R$  120.000,00 ", R$  -   ," R$  120.000,00 ",,Protetor da Fronteira e Divisas
3375300003,PA,29/01/2026,3:23,PA,Art. 180 do CP (Receptação),,Guajará-Mirim,RO,3,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,2,,,,"R$ 0,00",Terrestre,Zona rural,,"-10,787084","-65,3408691",,Internacional," R$  32.000,00 ",," R$  32.000,00 ",,Protetor da Fronteira e Divisas
010/4ºBPM/11JAN2026,BO,11/01/2026,19:35,Comunicação de Ocorrência,Recuperação de veículo (CP Art. 155/180),,Humaitá,AM,1,0,0,0,0,"0,00",,,,,0,0,1,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-7,6343115","-62,6582588",,, R$  -   ,,,,Madeira Mamoré
3284800355,BO / COP,07/01/2026,11:44,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,1,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7962219","-65,3412902",,," R$  144.778,00 ",," R$  144.778,00 ",,Protetor da Fronteira e Divisas
3286200773,BO/PA,06/01/2026,,Prisão/Apreensão,"Posse irregular de arma de fogo (Lei 10.826/03, Art. 12)",,Machadinho D'Oeste,RO,1,0,0,0,0,0,,,,,1,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,4251854","-62,0024675",,," R$  5.500,00 ",,,,Madeira Mamoré
3284800354,BO,05/01/2026,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7979572","-65,3415985",,, R$  -   ,,,,Madeira Mamoré
3287300924,BO,05/01/2026,10:26,Relato de Ocorrência,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Zona rural,,"-10,7701298","-65,3222851",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3284700608,BO / COP,03/01/2026,22:23,Comunicação de Ocorrência,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,1,"0,755","0,755",0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7751801","-65,1819136",,," R$  117.984,00 ",," R$  61.359,00 ",,Protetor da Fronteira e Divisas
3284800353,BO / PA,02/01/2026,10:30,Prisão/Apreensão,"Porte ilegal de arma de fogo (Lei 10.826/03, Art. 14) / Posse de drogas (Lei 11.343/06, Art. 28)",,Guajará-Mirim,RO,3,3,"0,007","0,001",0,"0,006",,,,,1,3,0,0,0,0,"0,0000",,6,0,,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7623892","-65,3004602",,," R$  5.605,00 ",,,,Protetor da Fronteira e Divisas
3340600598,COP,29/12/2025,,Prisão/Apreensão,Recuperação de veículo (CP Art. 155/180),,Guajará-Mirim,RO,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,0,0,0,0,0,0,"R$ 0,00","R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7870836","-65,3408691",,Internacional," R$  118.000,00 ", R$  -   ," R$  118.000,00 ",,Madeira Mamoré
3286200741,TCO,26/12/2025,16:16:33,TCO,Crime ambiental - Lei 9.605/98 Art. 46 parágrafo único; Transporte e beneficiamento de produto florestal sem licença,,Machadinho D'Oeste,RO,0,2,0,0,0,"0,00","0,00","0,00","0,00",,0,0,2,0,0,0,"0,0000","5,1240",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Área de mata,,"-9,233333","-61,931944",,Brasileira," R$  167.686,00 ", R$  -   ," R$  160.000,00 ",,Manutenção de Posse Dominus
3284800352,COP,26/12/2025,,Prisão/Apreensão,Objeto encontrado,,Guajará-Mirim,RO,0,0,"0,01","0,01",0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  15.526,00 ",," R$  14.776,00 ",,Protetor da Fronteira e Divisas
3284800351,COP,25/12/2025,23:25:03,BO,Recuperação de veículo furtado (CP Art. 155),,Guajará-Mirim,RO,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7870836","-65,3408691",,Brasileira," R$  100.000,00 ", R$  -   ," R$  100.000,00 ",,Madeira Mamoré
3340600589,BO,23/12/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,"0,00",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  212.805,00 ",," R$  212.805,00 ",,Protetor da Fronteira e Divisas
3340600588,COP,20/12/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  22.106,00 ",," R$  22.106,00 ",,Protetor da Fronteira e Divisas
3284700606,COP,19/12/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,1,"1,033","1,033",0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Fluvial,Margem de rio / Faixa de fronteira,,"-10,7979572","-65,3415985",,Internacional," R$  77.475,00 ",,,,Madeira Mamore
3284700605,BO,18/12/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,"0,00",,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7759791","-65,3221124",,, R$  -   ,,,,Protetor da Fronteira e Divisas
3284800348,BO,15/12/2025,,Prisão/Apreensão,Cumprimento de mandado de prisão,,Guajará-Mirim,RO,1,0,0,0,0,0,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7892805","-65,3433273",,," R$  6.121,00 ",," R$  6.121,00 ",,Protetor da Fronteira e Divisas
3284800347,BO,15/12/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,2,0,0,0,0,0,,,,,0,0,1,380,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7775739","-65,3206344",,," R$  2.584,00 ",,,,Protetor da Fronteira e Divisas
3287300903,BO,13/12/2025,,Prisão/Apreensão,Adulteração de sinal identificador de veículo (CP Art. 311),,Porto Velho,RO,2,0,0,0,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-9,657671","-65,7416439",,," R$  10.160,00 ",," R$  10.160,00 ",,Patrulha Ordinária
3284800321,COP,04/12/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,0,1,2,0,0,2,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Area de mata / Setor portuario,,"-10,7676683","-65,3275616",,Nao informado," R$  10.000,00 ",, R$  -   ,,Madeira Mamore
3284500732,BO,25/11/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,1,0,29,0,0,29,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7839579","-65,3201648",,," R$  145.000,00 ",,,,Protetor da Fronteira e Divisas
3330100876,COP,24/11/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Alta Floresta D'Oeste,RO,0,0,491,491,0,0,,,,,0,0,1,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-12,0424903","-61,8729142",,," R$  36.894.061,00 ",," R$  69.061,00 ",,Protetor da Fronteira e Divisas
3340600551,COP,21/11/2025,,Prisão/Apreensão,Descaminho (CP Art. 334),,Guajará-Mirim,RO,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 384,00",0,0,0,0,"R$ 0,00",0,"R$ 0,00","R$ 0,00",Fluvial,Via pública / Rodovia,,"-10,7951719","-65,3443832",,Internacional," R$  76.800,00 "," R$  76.800,00 ", R$  -   ,,Madeira Mamoré
3340600550,BO,21/11/2025,,Prisão/Apreensão,"Tráfico de drogas (Lei 11.343/06, Art. 33)",,Guajará-Mirim,RO,2,0,1,0,0,1,,,,,0,0,0,0,0,0,"0,0000",,0,"R$ 0,00",,,,,,,,"R$ 0,00",Terrestre,Via pública / Rodovia,,"-10,7951719","-65,3443832",,," R$  71.193,00 ",," R$  66.193,00 ",,Protetor da Fronteira e Divisas
