Nº BO,Tipo Registro,Data,Hora,Tipo de BO,Natureza / Crime,Endereço,Município,UF,Nº Presos,Nº Apreensões s/ Prisão,Drogas TOTAL (kg),Cocaína/CH (kg),Pasta Base (kg),Maconha (kg),Crack (kg),Óxi (kg),Metanfetamina (kg),Ecstasy (comprimidos),Armas Apreend.,Munições Apreend.,Veículos Apreend.,Gasolina Boliviana (L),Diesel Boliviano (L),GLP (botijas),Cigarros (maços),Madeira Apreendida (m³),Desc. Celulares (un.),Desc. Roupas (un.),Mercadorias Descaminho (R$),Eletrônicos (un.),Embarcações (un.),Motor de Popa (un.),Ouro (g),Animais/Pescado (R$),Folha de Coca (kg),Dinheiro (R$),Meio,Ambiente,Destino dos Envolvidos,Latitude,Longitude,Descrição Resumida,Nacionalidade, Prejuízo Estimado (R$), Valor Estimado Descaminho (R$), Valor Estimado Veículos (R$), Multa (R$),Operação
3284800400,Apoio,25/06/2026,15:11:07,Apoio,APOIO A ORGAOS DA ADMINISTRACAO PUBLICA (ANP),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,800,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública (posto),,"-10,7789578","-65,3219043",,Brasileira," R$  5.440,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3371700569,BO/PA,25/06/2026,17:24:08,Prisão/Apreensão,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ORG. CRIMINOSA (LEI 12.850/13)",,Porto Velho,RO,1,0,"0,48",0,0,"0,48",0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residência,,"-8,7572194","-63,8291356",,Brasileira," R$  2.400,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3257300787,COP,25/06/2026,12:41:52,Comunicação de Ocorrência,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-10,7812","-65,3394",,Internacional," R$  600,00 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3381000012,BO/PA,25/06/2026,16:19:56,Prisão/Apreensão,CUMPRIMENTO DE MANDADO DE PRISAO (PREVENTIVA),,Machadinho D`Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública,,"-9,4302230","-62,005258",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3375200062,BO/PA,24/06/2026,17:23:08,Prisão/Apreensão,"CUMPRIMENTO DE MANDADO DE PRISAO (FURTO, ART. 155 CP)",,Machadinho D`Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-9,3972179","-62,0214893",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3257300786,Apoio,23/06/2026,20:23:55,Apoio,APOIO AOS ORGAOS DE SEGURANCA PUBLICA (ANP / RECEITA FEDERAL / PF),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,582,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via pública (posto de combustíveis),,"-10,7869","-65,3413",,Brasileira," R$  3.957,60 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3302700931,BO/PA,22/06/2026,12:50:35,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO PARA O TRAFICO (ART. 35)",,Cacoal,RO,2,0,"328,55",0,0,"304,4","24,15",0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,4294209","-61,4637234",,Brasileira," R$  1.769.200,00 ", R$  -   ," R$  5.700,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3381000007,BO/PA,22/06/2026,8:00:59,Prisão/Apreensão,CUMPRIMENTO DE MANDADO DE PRISAO (DEFINITIVA),,Machadinho D`Oeste,RO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residência,,"-9,4260231","-62,0021277",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3304500206,BO/PA,21/06/2026,17:52:14,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / RESISTENCIA (CP ART. 329) / DESOBEDIENCIA (CP ART. 330) / DIRECAO PERIGOSA (CTB ART. 309)",,São Miguel do Guaporé,RO,1,0,210,0,0,210,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia (RO-481),,"-11,724542","-62,680753",,Internacional," R$  1.085.000,00 ", R$  -   ," R$  35.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3284500859 / 3284500861,TCO,19/06/2026,20:14:18,Termo Circunstanciado,"POSSE DE DROGAS PARA USO PESSOAL (LEI 11.343/06, ART. 28) / DESOBEDIENCIA (CP ART. 330)",,PORTO VELHO,RO,0,1,"0,001",0,0,"0,001",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Rodovia,,"-9,482834","-64,773583",,Brasileira," R$  5,00 ", R$  -   , R$  -   ,,Protetor da Fronteira e Divisas
3381100010,BO/PA,19/06/2026,11:04:03,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (LEI 10.826/03, ART. 12)",,MONTE NEGRO,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","RR$ ,000",0,0,0,"R$ 0,00","RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Zona rural,,"-10,1256846","-63,3584494",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3258101016,COP,18/06/2026,16:53:57,Comunicação de Ocorrência,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,1,0,500,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Porto clandestino / área portuária,,"-10,7867308","-65,3470866",,Internacional," R$  18.400,00 ", R$  -   ," R$  15.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3297401750,BO/PA,17/06/2026,8:13:00,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO PARA O TRAFICO (ART. 35) / POSSE ILEGAL DE ARMA DE FOGO DE USO RESTRITO (LEI 10.826/03, ART. 16)",,Porto Velho,RO,3,0,"104,5",0,0,"104,5",0,0,0,,1,12,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-8,8081852","-63,8808584",,Brasileira," R$  528.000,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
98777,Apoio,17/06/2026,6:00:00,Apoio,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO (LEI 10.826/03, ART. 12) - MANDADO DE BUSCA E APREENSAO",,Cabixi,RO,1,0,0,0,0,0,0,0,0,,1,81,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-13,4414319","-60,5538763",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3327300700,BO/PA,17/06/2026,17:50:15,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO PARA O TRAFICO (ART. 35) / POSSE DE MUNICAO (LEI 10.826/03, ART. 12)",,Santa Luzia D'Oeste,RO,1,0,"0,7697","0,0017",0,"0,699","0,069",0,0,,0,1,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,9074046","-61,7825373",,Brasileira," R$  4.312,50 ", R$  -   , R$  -   ,,Copa Segura
3381100009,BO/PA,16/06/2026,12:02:42,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (LEI 10.826/03, ART. 12)",,ARIQUEMES,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","RR$ ,000",0,0,0,"R$ 0,00","RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Residencia,,"-9,9084999","-63,0172963",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3381100007,BO/PA,15/06/2026,11:36:53,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (LEI 10.826/03, ART. 14)",,ALTO PARAISO,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,7226764","-63,3122783",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3329601046,TCO,14/06/2026,11:14:02,Termo Circunstanciado,"POSSE DE DROGAS PARA USO PESSOAL (LEI 11.343/06, ART. 28)",,Alta Floresta D'Oeste,RO,0,0,"0,01",0,0,"0,01","0,00","0,00","0,00",,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,9258425","-61,9809334",,Brasileira," R$  50,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3277100421,BO,14/06/2026,18:25:03,Comunicacao de Ocorrencia,SINISTRO DE TRANSITO COM VITIMA / LESAO CORPORAL CULPOSA (CP ART. 129 6),,São Felipe D'Oeste,RO,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-11,813001","-61,513345",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
962395,BO,14/06/2026,17:30:12,Comunicacao de Ocorrencia,"DISPARO DE ARMA DE FOGO (LEI 10.826/03, ART. 15) / VIOLACAO DE DOMICILIO (CP ART. 150) / AMEACA (ART. 147) / LESAO CORPORAL (ART. 129) / DANO (ART. 163) / VIAS DE FATO",,São Felipe D'Oeste,RO,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,90733","-61,5119579",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3303700841,COP,13/06/2026,8:58:20,Comunicacao de Ocorrencia,RECUPERACAO DE VEICULO FURTADO (CP ART. 155),,Alta Floresta D'Oeste,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Via publica,,"-11,929516","-61,988356",,Brasileira," R$  13.800,00 ", R$  -   ," R$  13.800,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3284800398,COP,13/06/2026,9:40:51,Comunicação de Ocorrência,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,0000","0,0000",0,240,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Margem do Rio Mamoré / Porto clandestino (Pérola),,"-10,794868","-65,344628",,Internacional," R$  13.200,00 "," R$  13.200,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3327300682,BO/PA,13/06/2026,8:28:58,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (TENTATIVA DE HOMICIDIO, CP ART. 121 C/C 14, II)",,Alta Floresta D'Oeste,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,9227881","-62,0082568",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3381100005,BO/PA,13/06/2026,12:31:57,Prisao/Apreensao,CUMPRIMENTO DE MANDADO DE PRISAO (CTB ART. 306),,ARIQUEMES,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","RR$ ,000",0,0,0,"R$ 0,00","RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,8995701","-63,0301375",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3381100006,BO/PA,13/06/2026,14:14:40,Prisao/Apreensao,CUMPRIMENTO DE MANDADO DE PRISAO,,ALTO PARAISO,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Via publica,,"-9,7145701","-63,3194122",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3344901117,BO/PA,12/06/2026,18:06:00,Prisao/Apreensao,"POSSE IRREGULAR DE ARMA DE FOGO (LEI 10.826/03, ART. 12) / POSSE DE MUNICAO (ART. 12)",,São Miguel do Guaporé,RO,1,0,0,0,0,0,0,0,0,,2,33,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Zona rural,,"-11,8966670","-62,755278",,Brasileira," R$  11.000,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3381200038,BO/PA,12/06/2026,10:10:23,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (CP ART. 217-A) / POSSE IRREGULAR DE ARMA DE FOGO (LEI 10.826/03, ART. 12)",,ARIQUEMES,RO,1,0,0,0,0,"0,00","0,00","0,00","0,00",,1,0,0,0,0,0,"0,0000","0,0000",0,0,"RR$ ,000",0,0,0,0,"RR$ ,000","R$ 0,00","RR$ ,000",Terrestre,Residencia,,"-10,117993","-63,129973",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3329902417,COP,11/06/2026,21:30:49,Comunicacao de Ocorrencia,RECUPERACAO DE VEICULO FURTADO / RECEPTACAO QUALIFICADA (CP ART. 180 2),,Alta Floresta D'Oeste,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,925518","-61,996878",,Brasileira," R$  9.000,00 ", R$  -   ," R$  9.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3284500838,COP,09/06/2026,22:41:39,Comunicação de Ocorrência,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2540,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,4,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Porto clandestino / faixa de fronteira,,"-10,798193","-65,342123",,Internacional," R$  61.272,00 ", R$  -   ," R$  44.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3360100493,BO/PA,08/06/2026,18:08:48,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / CORRUPCAO DE MENOR (ECA ART. 244-B)",,Colorado do Oeste,RO,1,0,"0,104",0,0,"0,043","0,061",0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 787,00",Terrestre,Residencia,,"-13,1104121","-60,5429964",,Brasileira," R$  1.612,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3258601065,COP,06/06/2026,11:22:05,Comunicacao de Ocorrencia,RECUPERACAO DE VEICULO FURTADO (CP ART. 155),,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Terreno baldio (matagal urbano),,"-10,7674096","-65,3256937",,Brasileira," R$  6.000,00 ", R$  -   ," R$  6.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3262100489,BO/PA,06/06/2026,19:10:13,Prisao/Apreensao,EMBRIAGUEZ AO VOLANTE (CTB ART. 306) / DIRECAO PERIGOSA (CTB ART. 311) / DESOBEDIENCIA (CP ART. 330),,Colorado do Oeste,RO,1,0,0,0,0,"0,00","0,00","0,00","0,00",,0,0,0,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-13,1116255","-60,4870423",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3329902402,BO/PA,05/06/2026,17:45:10,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / ASSOCIACAO PARA O TRAFICO (ART. 35) / PORTE ILEGAL DE ARMA DE USO RESTRITO (LEI 10.826/03, ART. 16) / POSSE DE MUNICAO (ART. 12) / RECEPTACAO (CP ART. 180)",,Alta Floresta D'Oeste,RO,2,0,"2,876","0,326",0,"1,776","0,774",0,0,,2,34,1,0,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 20,25",Terrestre,Residencia,,"-11,925728","-62,002872",,Brasileira," R$  61.090,25 ", R$  -   ," R$  9.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3296600087,BO/PA,04/06/2026,18:39:46,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33)",,Cacoal,RO,1,0,"2,319",0,0,"2,319",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 502,00",Terrestre,Residencia,,"-11,4315793","-61,4355292",, Brasileira," R$  12.097,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3375100019,BO/PA,04/06/2026,22:25:58,Prisao/Apreensao,"PORTE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO (LEI 10.826/03, ART. 14)",,Porto Velho,RO,1,0,0,0,0,0,0,0,0,,1,3,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,2860350","-64,548145",,Brasileira," R$  5.500,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3258601064,COP,04/06/2026,13:25:13,Comunicacao de Ocorrencia,CONTRABANDO / DESCAMINHO DE COMBUSTIVEL,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,690,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Via publica (margem de igarape),,"-10,7915141","-65,344193",,Internacional," R$  4.692,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3284800389,COP,04/06/2026,23:23:32,Comunicacao de Ocorrencia,DESCAMINHO,,Porto Velho,RO,0,1,0,0,0,"0,00","0,00","0,00","0,00",,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,286238","-64,548867",,Internacional," R$  1.300,00 "," R$  1.300,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3325600864,BO/PA,04/06/2026,15:37:57,Prisao/Apreensao,"AMEACA (CP ART. 147 - MARIA DA PENHA) / LESAO CORPORAL (CP ART. 129 13) / PERSEGUICAO (CP ART. 147-A) / POSSE DE DROGAS (LEI 11.343/06, ART. 28)",,Cacoal,RO,1,0,"0,013",0,0,"0,013",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,4315793","-61,4355292",,Brasileira," R$  65,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3344900946,TCO,04/06/2026,7:04:04,Termo Circunstanciado,"POSSE DE DROGAS PARA USO PESSOAL (LEI 11.343/06, ART. 28)",,São Francisco do Guaporé,RO,0,0,"0,01",0,0,"0,01",0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-12,0603107","-63,572854",,Brasileira," R$  50,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3303700838,BO/PA,04/06/2026,18:55:58,Prisao/Apreensao,CUMPRIMENTO DE MANDADO DE PRISAO (CIVIL / ALIMENTOS),,Pimenteiras do Oeste,RO,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia / zona rural,,"-13,4566670","-61,087778",,Brasileira, R$  -   , R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3364100485,BO/PA,03/06/2026,21:32:24,Prisao/Apreensao,"POSSE/PORTE IRREGULAR DE ARMA DE FOGO E MUNICAO (LEI 10.826/03, ART. 12)",,Machadinho D'Oeste,RO,1,0,0,0,0,0,0,0,0,,2,28,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 2.600,00",Terrestre,Rodovia,,"-9,433316","-61,958428",,Brasileira," R$  13.600,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3347600704,BO/PA,03/06/2026,0:04:48,Prisao/Apreensao,"RECAPTURA DE FORAGIDO / RESISTENCIA (CP ART. 329) / DESOBEDIENCIA (CP ART. 330) / RECEPTACAO (CP ART. 180) / TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / POSSE DE ARMA E MUNICAO (LEI 10.826/03, ART. 12) / SEQUESTRO E CARCERE PRIVADO (CP ART. 148)",,Ariquemes,RO,2,0,"0,25",0,0,"0,25",0,0,0,,2,6,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-9,8871748","-63,0196855",,Brasileira," R$  12.250,00 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3258601063,COP,03/06/2026,13:28:27,Comunicacao de Ocorrencia,DESCAMINHO,,Guajará-Mirim,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,606,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Margem de rio / porto clandestino,,"-10,7928786","-65,3466723",,Internacional," R$  7.000,00 "," R$  7.000,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3329902395,BO/PA,03/06/2026,17:05:55,Prisao/Apreensao,"TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / POSSE DE DROGAS PARA USO PESSOAL (ART. 28)",,Alta Floresta D'Oeste,RO,1,0,"0,0895","0,001",0,"0,0167","0,0718",0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 156,00",Terrestre,Residencia,,"-11,926028","-62,008999",,Brasileira," R$  1.032,50 ", R$  -   , R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas
3329902394,BO/PA,02/06/2026,17:28:41,Prisao/Apreensao,"CUMPRIMENTO DE MANDADO DE PRISAO (RECAPTURA) / TRAFICO DE DROGAS (LEI 11.343/06, ART. 33) / FRAUDE PROCESSUAL",,Alta Floresta D'Oeste,RO,1,0,"0,0657","0,001",0,"0,0639","0,0008",0,0,,0,0,1,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Residencia,,"-11,9230423","-62,0072926",,Brasileira," R$  25.902,50 ", R$  -   ," R$  25.500,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
3284800385,COP,02/06/2026,22:27:57,Comunicacao de Ocorrencia,DESCAMINHO,,Porto Velho,RO,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,"0,0000","0,0000",0,0,"R$ 0,00",0,0,0,0,"R$ 0,00","R$ 0,00","R$ 0,00",Terrestre,Rodovia,,"-9,286276","-64,548372",,Internacional," R$  1.300,00 "," R$  1.300,00 ", R$  -   ,,Brasil Contra o Crime Organizado Fronteira e Divisas / Protetor da Fronteira e Divisas
3297101316,BO/PA,01/06/2026,18:24:03,Prisao/Apreensao,DESCAMINHO / CRIME CONTRA A ORDEM ECONOMICA (COMBUSTIVEL) / CRIME AMBIENTAL (LEI 9605/98) / PERIGO A VIDA (CP ART. 132),,Costa Marques,RO,2,0,0,0,0,0,0,0,0,,0,0,1,850,0,0,"0,0000","0,0000",0,"R$ 0,00","R$ 0,00",0,1,1,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",Fluvial,Margem de rio,,"-12,447736","-64,227183",,Internacional," R$  49.500,00 "," R$  2.720,00 "," R$  41.000,00 ",,Brasil Contra o Crime Organizado Fronteira e Divisas
